Id,SalePrice
1916,71682.93
1917,237716.06
1918,138108.95
1919,175219.4
1920,165685.08
1921,357502.66
1922,303788.8
1923,223254.67
1924,204211.69
1925,192222.31
1926,371759.97
1927,134139.03
1928,167120.44
1929,132788.84
1930,135446.83
1931,147034.89
1932,144562.56
1933,204803.36
1934,182146.34
1935,162771.27
1936,189818.3
1937,190607.08
1938,184753.88
1939,229729.1
1940,199725.52
1941,169218.7
1942,187434.83
1943,200840.3
1944,380491.44
1945,405080.3
1946,135450.69
1947,333373.2
1948,153283.05
1949,241724.97
1950,189766.83
1951,224869.86
1952,193787.5
1953,175495.03
1954,182086.3
1955,138367.03
1956,304271.78
1957,139764.72
1958,253734.73
1959,148463.11
1960,119798.08
1961,137572.92
1962,92911.72
1963,110185.11
1964,115798.29
1965,156326.66
1966,148535.7
1967,314820.8
1968,418965.6
1969,353673.1
1970,401749.78
1971,471052.5
1972,365346.28
1973,253845.56
1974,304482.53
1975,499708.47
1976,261662.25
1977,357815.25
1978,335213.38
1979,309194.16
1980,197129.94
1981,330395.7
1982,242050.33
1983,218610.28
1984,164988.84
1985,232503.73
1986,204761.33
1987,188435.05
1988,174798.36
1989,190889.52
1990,211087.55
1991,223508.25
1992,215549.73
1993,167292.39
1994,218375.45
1995,182599.73
1996,236629.27
1997,284710.16
1998,314243.1
1999,259601.69
2000,300198.66
2001,265754.25
2002,237086.8
2003,252373.27
2004,265734.38
2005,212361.95
2006,227120.06
2007,229287.27
2008,200137.66
2009,199884.52
2010,190266.06
2011,140391.48
2012,164381.47
2013,186517.95
2014,189017.14
2015,206872.77
2016,203858.88
2017,199680.8
2018,132351.98
2019,135234.9
2020,107863.2
2021,111436.79
2022,185265.89
2023,158366.92
2024,237281.05
2025,348771.28
2026,187133.47
2027,167367.67
2028,145828.66
2029,177756.34
2030,259528.67
2031,215071.69
2032,228419.66
2033,235013.34
2034,172796.9
2035,221983.52
2036,190861.31
2037,204563.52
2038,296640.8
2039,218824.22
2040,273809.88
2041,278778.97
2042,205014.94
2043,184119.8
2044,174433.69
2045,194992.42
2046,145926.97
2047,147026.84
2048,145336.16
2049,142186.52
2050,169628.75
2051,109391.05
2052,129287.62
2053,144464.14
2054,104607.62
2055,164271.16
2056,147951.83
2057,114826.86
2058,219545.19
2059,134135.02
2060,175812.64
2061,161593.08
2062,133521.8
2063,127728.54
2064,145296.5
2065,119261.86
2066,157986.77
2067,99690.36
2068,136589.95
2069,90603.44
2070,116687.06
2071,101913.09
2072,120834.45
2073,134516.03
2074,208437.73
2075,143760.69
2076,121636.984
2077,152678.23
2078,125166.2
2079,140207.12
2080,125362.43
2081,136611.05
2082,132646.9
2083,148995.08
2084,115408.94
2085,128094.39
2086,108857.13
2087,115598.8
2088,90482.016
2089,86491.016
2090,123384.21
2091,125799.2
2092,121820.02
2093,108070.97
2094,102140.04
2095,148300.06
2096,95615.41
2097,100038.81
2098,157600.28
2099,64141.973
2100,53560.613
2101,127199.03
2102,129412.44
2103,115080.234
2104,124113.83
2105,129740.414
2106,76838.86
2107,194750.19
2108,117178.43
2109,107603.484
2110,126622.48
2111,127472.15
2112,146504.11
2113,124551.89
2114,120299.29
2115,160561.14
2116,109720.67
2117,152571.17
2118,127090.58
2119,118824.516
2120,113958.414
2121,111175.34
2122,126744.02
2123,84707.47
2124,174956.77
2125,133012.19
2126,149698.02
2127,166574.08
2128,127034.016
2129,82226.25
2130,145818.58
2131,129972.414
2132,105230.69
2133,121238.19
2134,138430.89
2135,96365.805
2136,79829.39
2137,109053.3
2138,132194.33
2139,137662.7
2140,139641.95
2141,162031.92
2142,131857.83
2143,159114.27
2144,108263.016
2145,137067.11
2146,159654.67
2147,152123.53
2148,135214.61
2149,150393.12
2150,226806.2
2151,103463.266
2152,163627.28
2153,167285.64
2154,107649.09
2155,143630.92
2156,256297.77
2157,221172.3
2158,234713.75
2159,210239.05
2160,164476.62
2161,241584.62
2162,374598.38
2163,314062.94
2164,230485.55
2165,230092.11
2166,154804.95
2167,211009.31
2168,214759.25
2169,206046.12
2170,231524.02
2171,159044.86
2172,127321.65
2173,184889.02
2174,221878.84
2175,263425.12
2176,301337.47
2177,241301.06
2178,217696.3
2179,145492.5
2180,206809.3
2181,195590.36
2182,232633.62
2183,186739.5
2184,124065.03
2185,113249.484
2186,148775.67
2187,146468.44
2188,142597.11
2189,287042.22
2190,89187.7
2191,95846.33
2192,90480.29
2193,110350.45
2194,110018.11
2195,121056.66
2196,108583.08
2197,114999.41
2198,135022.72
2199,168029.77
2200,147256.28
2201,135383.8
2202,239379.27
2203,133742.27
2204,196392.5
2205,137459.44
2206,163725.55
2207,213845.66
2208,256167.81
2209,245815.05
2210,129251.555
2211,116450.81
2212,122436.45
2213,118094.375
2214,134805.78
2215,109280.35
2216,148444.61
2217,69356.36
2218,85795.05
2219,82428.44
2220,82026.164
2221,400619.06
2222,296463.03
2223,242257.58
2224,204738.95
2225,108414.8
2226,197414.33
2227,200655.31
2228,246075.61
2229,227519.92
2230,155442.16
2231,201529.0
2232,186548.84
2233,171833.72
2234,220970.39
2235,224444.17
2236,243413.08
2237,272835.28
2238,185674.03
2239,93161.65
2240,158463.8
2241,176097.23
2242,125194.8
2243,124555.8
2244,101779.86
2245,108916.97
2246,150469.83
2247,123191.49
2248,128836.25
2249,129898.39
2250,139108.86
2251,90888.94
2252,183087.44
2253,160153.9
2254,182634.17
2255,187965.48
2256,191058.3
2257,221473.14
2258,164842.06
2259,188818.9
2260,155594.34
2261,194060.64
2262,208151.45
2263,368770.06
2264,459732.97
2265,169797.33
2266,325554.22
2267,343490.53
2268,444300.7
2269,175943.94
2270,193362.42
2271,215449.33
2272,193738.5
2273,166271.98
2274,182263.27
2275,189778.3
2276,195898.23
2277,181850.47
2278,156097.89
2279,143783.39
2280,116501.41
2281,168983.97
2282,167441.03
2283,109184.97
2284,124862.5
2285,145156.12
2286,129207.67
2287,348525.4
2288,271664.47
2289,437599.53
2290,465450.4
2291,322248.94
2292,387864.62
2293,571238.5
2294,364367.25
2295,484661.72
2296,274332.5
2297,325402.28
2298,340581.94
2299,342553.16
2300,325443.22
2301,294171.25
2302,235759.27
2303,231658.23
2304,243654.4
2305,191261.83
2306,182847.17
2307,182028.42
2308,259021.08
2309,278796.12
2310,228820.16
2311,184018.45
2312,187303.77
2313,174161.42
2314,184142.53
2315,165953.7
2316,184731.55
2317,200284.3
2318,171668.34
2319,185116.89
2320,174168.73
2321,246126.22
2322,186744.11
2323,189879.61
2324,180801.83
2325,186334.58
2326,174503.05
2327,213929.42
2328,216882.95
2329,193595.73
2330,181109.77
2331,331124.4
2332,388151.88
2333,326104.47
2334,261389.3
2335,274003.9
2336,316646.78
2337,199986.03
2338,250381.58
2339,192322.9
2340,332050.7
2341,201793.98
2342,220817.97
2343,218304.77
2344,225372.6
2345,237655.31
2346,221591.77
2347,214164.3
2348,225913.97
2349,180049.39
2350,265376.22
2351,239394.62
2352,221233.2
2353,247544.89
2354,143341.86
2355,136499.27
2356,155265.7
2357,182162.52
2358,198676.61
2359,129324.12
2360,120729.91
2361,146944.33
2362,250562.0
2363,133789.45
2364,152163.58
2365,201893.4
2366,188553.52
2367,219320.17
2368,218040.34
2369,222954.48
2370,176444.3
2371,173174.25
2372,189124.61
2373,268869.84
2374,293484.34
2375,248560.92
2376,281887.7
2377,360933.53
2378,167528.72
2379,209209.75
2380,149244.98
2381,176819.66
2382,200131.02
2383,201751.8
2384,249878.67
2385,156511.61
2386,130597.38
2387,134309.36
2388,105001.31
2389,129096.73
2390,159647.02
2391,127115.05
2392,116512.33
2393,176778.78
2394,144183.33
2395,195474.81
2396,150356.73
2397,206368.42
2398,136248.08
2399,58731.24
2400,83029.36
2401,137575.89
2402,131663.6
2403,136710.33
2404,152703.83
2405,162933.55
2406,146184.5
2407,124275.62
2408,145672.39
2409,128057.43
2410,171872.56
2411,113001.31
2412,157556.3
2413,137805.17
2414,161013.36
2415,125738.0
2416,130553.55
2417,142134.14
2418,134683.27
2419,137839.62
2420,125852.53
2421,152483.05
2422,96814.17
2423,99100.94
2424,147370.6
2425,211629.52
2426,143185.8
2427,122552.08
2428,185940.44
2429,115871.72
2430,135484.38
2431,123127.57
2432,146995.39
2433,147686.2
2434,140748.83
2435,155810.52
2436,113306.914
2437,122845.3
2438,127853.55
2439,105684.8
2440,131243.2
2441,93143.24
2442,103152.27
2443,121955.625
2444,133577.58
2445,93037.83
2446,140618.14
2447,187040.19
2448,124738.78
2449,120143.11
2450,151029.1
2451,114681.69
2452,192576.34
2453,93366.4
2454,123868.25
2455,120115.92
2456,136835.8
2457,158233.02
2458,138631.1
2459,115336.305
2460,138841.27
2461,134589.55
2462,135696.02
2463,124680.11
2464,177200.69
2465,156605.67
2466,130352.97
2467,125997.99
2468,109885.52
2469,98185.5
2470,201362.64
2471,208232.73
2472,151359.5
2473,133649.64
2474,79611.39
2475,202081.58
2476,110993.6
2477,119333.53
2478,155066.48
2479,109665.39
2480,174220.83
2481,128674.3
2482,127770.44
2483,122171.266
2484,130613.914
2485,136478.17
2486,155833.64
2487,160537.45
2488,166716.0
2489,158943.97
2490,140758.39
2491,99282.234
2492,194612.36
2493,147652.11
2494,139178.08
2495,85660.08
2496,217559.48
2497,153868.03
2498,115428.91
2499,94448.52
2500,137146.28
2501,135076.39
2502,140101.05
2503,90739.2
2504,201278.34
2505,247086.08
2506,269262.9
2507,288988.16
2508,281213.28
2509,216456.77
2510,210704.44
2511,166913.05
2512,207318.83
2513,214020.39
2514,266514.4
2515,156350.6
2516,173620.8
2517,148926.78
2518,156768.05
2519,220738.97
2520,200926.75
2521,178785.73
2522,225539.23
2523,123928.125
2524,132556.9
2525,141761.08
2526,139554.14
2527,124426.7
2528,133249.66
2529,146362.9
2530,123542.016
2531,241793.88
2532,223720.92
2533,187563.77
2534,220164.67
2535,285460.7
2536,225925.73
2537,223274.28
2538,168193.11
2539,166422.92
2540,181208.77
2541,172493.69
2542,160061.3
2543,108456.195
2544,108413.09
2545,124866.45
2546,118900.11
2547,128396.14
2548,155971.6
2549,172085.61
2550,343679.22
2551,134932.12
2552,122223.01
2553,88839.98
2554,94992.66
2555,123838.02
2556,108073.75
2557,104155.78
2558,175774.83
2559,149165.6
2560,149939.12
2561,154331.86
2562,156037.27
2563,141329.67
2564,183608.66
2565,146528.73
2566,174246.27
2567,150732.11
2568,207912.55
2569,246168.22
2570,111845.49
2571,204456.7
2572,142843.19
2573,226407.53
2574,277806.9
2575,129114.03
2576,119340.56
2577,160067.5
2578,91660.984
2579,78399.97
2580,107383.49
2581,109711.09
2582,122008.58
2583,325391.94
2584,172636.77
2585,181755.53
2586,205915.89
2587,194667.27
2588,145680.06
2589,146792.77
2590,194028.64
2591,210624.83
2592,208395.66
2593,274360.1
2594,170313.98
2595,184344.0
2596,261886.6
2597,180474.86
2598,295183.4
2599,350593.8
2600,167791.53
2601,150187.11
2602,82402.56
2603,94048.56
2604,99640.99
2605,83412.45
2606,140141.84
2607,199373.02
2608,185151.1
2609,175097.06
2610,88556.57
2611,107646.64
2612,174812.4
2613,130316.625
2614,126572.64
2615,155253.05
2616,143133.64
2617,191485.55
2618,160904.58
2619,193083.64
2620,180909.48
2621,188767.36
2622,187962.44
2623,238389.95
2624,285847.84
2625,306576.97
2626,172962.17
2627,173288.6
2628,563060.44
2629,582957.4
2630,389044.78
2631,522437.97
2632,420750.5
2633,349030.1
2634,392284.4
2635,161204.53
2636,180796.34
2637,156102.06
2638,240467.34
2639,179067.8
2640,157787.8
2641,101767.06
2642,177613.27
2643,117007.27
2644,130102.48
2645,115100.14
2646,95645.94
2647,118544.17
2648,153519.39
2649,173022.55
2650,140853.25
2651,150205.6
2652,375685.22
2653,223886.83
2654,264207.78
2655,349353.47
2656,330290.72
2657,343899.47
2658,288218.75
2659,308091.2
2660,378490.75
2661,373682.22
2662,344593.94
2663,265887.3
2664,279845.28
2665,336482.56
2666,285466.97
2667,171263.97
2668,183329.17
2669,178335.11
2670,262730.12
2671,177869.11
2672,213827.14
2673,210835.75
2674,206319.08
2675,181166.23
2676,187976.05
2677,191528.86
2678,228917.03
2679,284182.84
2680,291048.03
2681,397622.16
2682,310200.53
2683,614021.06
2684,301045.66
2685,324346.34
2686,239615.02
2687,296387.12
2688,206752.7
2689,204896.44
2690,388417.38
2691,191863.7
2692,128764.69
2693,206515.9
2694,137729.69
2695,196453.33
2696,180401.88
2697,189494.86
2698,201898.17
2699,186525.27
2700,158685.61
2701,148087.81
2702,112842.72
2703,118192.55
2704,140935.61
2705,116898.39
2706,116883.75
2707,121920.86
2708,130053.914
2709,100467.516
2710,132091.95
2711,237664.98
2712,368305.78
2713,176387.7
2714,148741.08
2715,169191.52
2716,141139.33
2717,197303.45
2718,212696.6
2719,144045.89
2720,168107.77
2721,142560.92
2722,153914.75
2723,149581.61
2724,127009.81
2725,131990.72
2726,151898.61
2727,166429.39
2728,175822.77
2729,152589.4
2730,142666.52
2731,131052.88
2732,132605.39
2733,159910.86
2734,136843.89
2735,129664.76
2736,144800.69
2737,123217.86
2738,138231.64
2739,152164.2
2740,147429.45
2741,145476.83
2742,157663.7
2743,160001.42
2744,163505.05
2745,143789.11
2746,133918.16
2747,147660.69
2748,133188.6
2749,131526.62
2750,135454.2
2751,138374.75
2752,198106.98
2753,128555.94
2754,232454.62
2755,144554.2
2756,97237.33
2757,67230.56
2758,100994.36
2759,175011.64
2760,133187.75
2761,141901.25
2762,142627.83
2763,183299.39
2764,141548.61
2765,300291.78
2766,137702.47
2767,90398.1
2768,139972.77
2769,134657.67
2770,126847.35
2771,103002.59
2772,112222.06
2773,193375.28
2774,149754.14
2775,114846.86
2776,135213.11
2777,149909.42
2778,106800.81
2779,125548.85
2780,101681.38
2781,100983.95
2782,103179.66
2783,113704.75
2784,129697.336
2785,135300.52
2786,78095.97
2787,113304.59
2788,78503.19
2789,168995.3
2790,112243.54
2791,110279.2
2792,62738.246
2793,164527.95
2794,114809.37
2795,124359.27
2796,88674.5
2797,221852.45
2798,112119.016
2799,107746.22
2800,58062.598
2801,104592.305
2802,131237.7
2803,157495.05
2804,128607.16
2805,103092.58
2806,88115.05
2807,169604.05
2808,157968.08
2809,133605.11
2810,141673.78
2811,154164.86
2812,165975.17
2813,173670.7
2814,147859.17
2815,83157.484
2816,229037.22
2817,185020.11
2818,137667.05
2819,190712.03
2820,135872.0
2821,106382.06
2822,202555.89
2823,372722.34
2824,174666.7
2825,156154.05
2826,135407.02
2827,139866.89
2828,214863.88
2829,236289.7
2830,228609.42
2831,153527.08
2832,247060.77
2833,286618.66
2834,204450.95
2835,214003.14
2836,196624.33
2837,169988.47
2838,144978.48
2839,186216.75
2840,202391.33
2841,194493.45
2842,220335.36
2843,151006.3
2844,175929.86
2845,129865.82
2846,200746.34
2847,211500.9
2848,209146.23
2849,207431.23
2850,277654.84
2851,204783.77
2852,225707.36
2853,219623.7
2854,139663.05
2855,204377.7
2856,190933.12
2857,182930.0
2858,186828.98
2859,134239.05
2860,134074.9
2861,144642.86
2862,194185.33
2863,118678.516
2864,230498.77
2865,138140.89
2866,136839.94
2867,112148.2
2868,111433.94
2869,119885.75
2870,112270.46
2871,97405.984
2872,65783.664
2873,89012.484
2874,148896.48
2875,125830.17
2876,165173.39
2877,156856.03
2878,168824.12
2879,141244.58
2880,104053.86
2881,133286.25
2882,179816.2
2883,212091.3
2884,200812.22
2885,184194.9
2886,228127.3
2887,99295.12
2888,144759.48
2889,56483.31
2890,81697.5
2891,145409.94
2892,51798.973
2893,77633.766
2894,60990.69
2895,360229.66
2896,301444.22
2897,193210.72
2898,143151.08
2899,197507.3
2900,166788.25
2901,216907.88
2902,180172.66
2903,312608.94
2904,330435.34
2905,77356.11
2906,198445.27
2907,120772.58
2908,139686.81
2909,163234.5
2910,87870.53
2911,83294.72
2912,145193.36
2913,90710.56
2914,88162.78
2915,98000.98
2916,91727.78
2917,160983.02
2918,108094.695
2919,213222.75
